tags/mit,taxonomy/term/3
courses/course-v1:IMTx+DMx102+3T2018/about,node/67006
courses/course-v1:IBM+CB0105EN+2T2018/about,node/67041
courses/course-v1:IBM+CB0106EN+3T2018/about,node/67046
courses/course-v1:IBM+DL0101EN+3T2018/about,node/67051
courses/course-v1:IBM+DL0110EN+3T2018/about,node/67056
courses/course-v1:IBM+DL0120EN+3T2018/about,node/67061
courses/course-v1:IBM+DL0122EN+3T2018/about,node/67066
courses/course-v1:IBM+DL0320EN+3T2018/about,node/67071
courses/course-v1:LouvainX+Louv13x+3T2018/about,node/67076
courses/course-v1:MITx+CTL.CFx+1T2019/about,node/67081
courses/course-v1:MITx+CTL.CFx+3T2019/about,node/67086
courses/course-v1:MITx+CTL.SC0x+1T2019/about,node/67091
courses/course-v1:MITx+CTL.SC0x+3T2019/about,node/67096
courses/course-v1:MITx+CTL.SC2x+1T2019/about,node/67101
courses/course-v1:MITx+CTL.SC2x+3T2019/about,node/67106
courses/course-v1:MITx+CTL.SC3x+1T2019/about,node/67111
courses/course-v1:MITx+CTL.SC3x+2T2019/about,node/67116
courses/course-v1:MITx+CTL.SC4x+2T2019/about,node/67121
courses/course-v1:MITx+CTL.SC4x+3T2019/about,node/67126
professional-certificate/delftx-bmi,node/67001
courses/course-v1:HarvardX+GSD1x+1T2019/about,node/67156
courses/course-v1:LouvainX+Louv15x+3T2018/about,node/67161
courses/course-v1:University_of_TorontoX+BE101x+3T2018/about,node/67181
courses/course-v1:IMFx+MRCx+3T2018/about,node/67186
courses/ccx-v1:IIMBx+AC104x+2T2017+ccx@39/about,node/67286
courses/course-v1:DelftX+BioBased1x+1T2019/about,node/67291
courses/course-v1:Delftx+CTB3300WCx+3T2018/about,node/67296
courses/course-v1:MichiganX+UXR5+2T2018/about,node/67311
courses/course-v1:MichiganX+FIN401x+3T2018/about,node/67316
courses/course-v1:MichiganX+FIN402x+3T2018/about,node/67321
courses/course-v1:MichiganX+FIN403x+3T2018/about,node/67326
courses/course-v1:MichiganX+FIN404x+3T2018/about,node/67331
courses/course-v1:KTHx+DTS02.1x+1T2018/about,node/67336
courses/course-v1:MITx+22.011x+3T2018/about,node/67341
courses/course-v1:IMTx+NET02x+3T2018/about,node/67346
professional-certificate/bmi,node/67001
courses/course-v1:MITx+CTL.SC1x+3T2018/about,node/67406
courses/course-v1:IsraelX+MBSE101+3T2018/about,node/67411
courses/course-v1:IsraelX+MBSE102+1T2019/about,node/67416
courses/course-v1:McGillX+CHEM181x+3T2018/about,node/67431
courses/course-v1:DelftX+CLOG01x+3T2018/about,node/67441
courses/course-v1:TUMx+ILMx+3T2018/about,node/67451
courses/course-v1:DelftX+MEP101x+3T2018/about,node/67456
courses/course-v1:DelftX+MEP201x+1T2019/about,node/67461
courses/course-v1:DelftX+MEP301x+1T2019/about,node/67466
courses/course-v1:DelftX+OT.1x+2T2018/about,node/67471
courses/course-v1:DelftX+RI101x+3T2018/about,node/67476
courses/course-v1:SDGAcademyX+ASD001+3T2018/about,node/67486
courses/course-v1:MITx+16.101x_2+3T2018/about,node/67496
courses/course-v1:AdelaideX+Bard101x+3T2018/about,node/67501
courses/course-v1:UTAustinX+UT.9.01x+2T2018a/about,node/67506
courses/course-v1:edx+999+999/about,node/67666
courses/course-v1:SDGAcademyX+C21001+3T2018/about,node/67671
courses/course-v1:SDGAcademyX+CCSN001+3T2018/about,node/67676
courses/course-v1:SDGAcademyX+LS001+3T2018/about,node/67681
courses/course-v1:SDGAcademyX+PB001+3T2018/about,node/67686
courses/course-v1:SDGAcademyX+SFSM001+3T2018/about,node/67691
courses/course-v1:DavidsonX+DavNowX_Belong+3T2018/about,node/67746
courses/course-v1:SDGAcademyX+GPF001+3T2018/about,node/67751
courses/course-v1:WageningenX+LAND01x+3T2018/about,node/67756
courses/course-v1:WageningenX+LAND02x+3T2018/about,node/67761
courses/course-v1:WageningenX+LAND03x+3T2018/about,node/67766
courses/course-v1:SDGAcademyX+MSP001+3T2018/about,node/67771
courses/course-v1:SDGAcademyX+TOW001+3T2018/about,node/67776
professional-certificate/building-chatbots-virtual-assistants,node/67166
courses/course-v1:SDGAcademyX+ECD001+3T2018/about,node/67816
courses/course-v1:GalileoX+CET004X+3T2018/about,node/67821
courses/course-v1:GeorgetownX+HUMX-424-01x+3T2018/about,node/67826
courses/course-v1:SDGAcademyX+NR001+3T2018/about,node/67831
courses/course-v1:SDGAcademyX+OC001+3T2018/about,node/67836
courses/course-v1:RITx+PM9001x+1T2019/about,node/67841
courses/course-v1:RITx+PM9002x+1T2019/about,node/67846
courses/course-v1:RITx+PM9003x+1T2019/about,node/67851
courses/course-v1:RITx+THINK501x+3T2018/about,node/67856
courses/course-v1:AdelaideX+GFABx+3T2018/about,node/67861
courses/course-v1:KIx+KI-care101+3T2018/about,node/67866
courses/course-v1:USMx+ENCE607.1x+3T2018/about,node/67876
courses/course-v1:JaverianaX+DTFK1.0x+2T2018/about,node/67881
courses/course-v1:TenarisUniversity+STEEL101x_1+2T2018/about,node/67886
courses/course-v1:BerkeleyX+ColWri11.1+3T2018/about,node/67891
courses/course-v1:BerkeleyX+ColWri11.2+1T2019/about,node/67896
courses/course-v1:BerkeleyX+ColWri11.3x+1T2019/about,node/67901
courses/course-v1:USMx+ENCE607.2x+3T2018/about,node/67906
courses/course-v1:DelftX+ZEBD01x+1T2019/about,node/67911
courses/course-v1:USMx+ENCE607.3x+3T2018/about,node/67926
courses/course-v1:USMx+ENCE607.5x+1T2019/about,node/67931
courses/course-v1:USMx+ENCE607.4x+1T2019/about,node/67936
courses/course-v1:MichiganX+ANATOMY403.2x+2T2018/about,node/67941
courses/course-v1:MichiganX+LeadEd505x+2T2018/about,node/67946
courses/course-v1:edX+Allyson101+2T2018/about,node/67961
courses/course-v1:FedericaX+Fed.X18+2T2018/about,node/68066
courses/course-v1:WitsX+BTSx+3T2019/about,node/68101
courses/course-v1:UPValenciaX+ENC101x+3T2018/about,node/68111
courses/course-v1:DelftX+HL001x+3T2018/about,node/68116
courses/course-v1:SDGAcademyX+T4DEV001+1T2019/about,node/68126
courses/course-v1:USMx+CC615x+3T2018/about,node/68136
courses/course-v1:USMx+BIF003x+3T2018/about,node/68141
courses/course-v1:USMx+AF6010+3T2018/about,node/68146
courses/course-v1:USMx+AF6020+3T2018/about,node/68151
courses/course-v1:USMx+LDT300x+3T2018/about,node/68156
courses/course-v1:USMx+STV1.3x+3T2018/about,node/68166
school/sdg-academy,node/67131
courses/course-v1:TenarisUniversity+CNC101x+2T2018/about,node/68191
courses/course-v1:EdinburghX+Nitrogen+3T2018/about,node/68196
courses/course-v1:AmnestyInternationalX+Rights4x+3T2018/about,node/68201
courses/course-v1:AmnestyInternationalX+Rights5x+3T2018/about,node/68206
courses/course-v1:GalileoX+PCPSTA02x+3T2018/about,node/68231
courses/course-v1:GalileoX+PCPSTA01x+3T2018/about,node/68236
courses/course-v1:GalileoX+PCPMK02x+3T2018/about,node/68241
courses/course-v1:GalileoX+PCPMK01x+3T2018/about,node/68246
courses/course-v1:GalileoX+CMath002X+3T2018/about,node/68256
courses/course-v1:BerkeleyX+CS188.1x+3T2018/about,node/68261
courses/course-v1:BerkeleyX+CS188.2x+1T2019/about,node/68266
courses/course-v1:SDGAcademyX+ESSP001+1T2019/about,node/68281
courses/course-v1:SDGAcademyX+FHP001+1T2019/about,node/68286
courses/course-v1:SDGAcademyX+GPH001+1T2019/about,node/68291
courses/course-v1:SDGAcademyX+SC001+1T2019/about,node/68296
courses/course-v1:SDGAcademyX+TE001+1T2019/about,node/68301
courses/course-v1:SDGAcademyX+CA001+1T2019/about,node/68346
courses/course-v1:HKUSTx+ELEC3500.1x+3T2018/about,node/68351
courses/course-v1:SDGAcademyX+HR001+1T2019/about,node/68356
courses/course-v1:ITMOx+I2CPx+3T2018/about,node/68361
courses/course-v1:ImperialX+test001+1T2020/about,node/
courses/Julia1234x,node/57946
courses/course-v1:LouvainX+Louv17.1x+3T2018/about,node/68396
courses/course-v1:WitsX+ABC101x+3T2018/about,node/68406
courses/course-v1:PrincetonX+CEE262.2x+1T2019/about,node/68411
courses/course-v1:edX+Test1x+2T2018/about,node/
course/40956,node/66506
course/38496,node/66706
course/38491,node/66701
course/35081,node/59341
course/52746,node/63726
courses/course-v1:DelftX+DDA691x+3T2018/about,node/68501
courses/course-v1:MITx+JPAL350x+3T2018/about,node/68516
courses/course-v1:DoaneX+HPH-610x+3T2018/about,node/68521
courses/course-v1:MITx+11.155x+1T2019/about,node/68531
courses/course-v1:DelftWageningenX+AMS.URB.2x+1T2019/about,node/68536
courses/course-v1:DelftXRWTHx+BioBased1x+1T2019/about,node/68541
course/40081,node/66801
courses/course-v1:CaltechX+BEM1105x+3T2018/about,node/68556
courses/course-v1:IDBx+IDB21x+2T2019/about,node/
courses/course-v1:PerkinsX+INC1.1+1T2019/about,node/68566
courses/course-v1:PerkinsX+INC1.1+2T2019/about,node/68571
courses/course-v1:PerkinsX+INC1.1+3T2018/about,node/68576
courses/course-v1:SDGAcademyX+SDG001+3T2018/about,node/68581
courses/course-v1:W3Cx+CSS.0x+3T2018/about,node/68586
courses/course-v1:DelftX+eCARS03x+3T2018/about,node/68616
courses/course-v1:CurtinX+DASE1x+2T2019/about,node/68621
courses/course-v1:UCSanDiegoX+Parenting101x+3T2018/about,node/68626
courses/course-v1:USMx+BUMM612+1T2019/about,node/68636
courses/course-v1:USMx+BUMM612+2T2019/about,node/68651
courses/course-v1:USMx+BUMM600+1T2019/about,node/68666
courses/course-v1:USMx+BUMM600+3T2019/about,node/68671
courses/course-v1:USMx+BUMM602+2T2019/about,node/68676
courses/course-v1:USMx+BUMM602+1T2020/about,node/68681
courses/course-v1:USMx+BUMM606+2T2019/about,node/68686
courses/course-v1:USMx+BUMM606+1T2020/about,node/68691
courses/course-v1:USMx+BUMM621+1T2020/about,node/68696
courses/course-v1:USMx+BUMM621+3T2019/about,node/68701
courses/course-v1:USMx+BUMM610+3T2019/about,node/68706
courses/course-v1:USMx+BUMM610+2T2020/about,node/68711
courses/course-v1:USMx+BUMM614+1T2020/about,node/68716
courses/course-v1:USMx+BUMM614+2T2020/about,node/68721
courses/course-v1:ColumbiaX+BAMMx101+3T2018/about,node/68726
courses/course-v1:DelftX+MathMod1x+1T2019/about,node/68736
courses/course-v1:DelftX+ScratchTX+3T2018/about,node/68741
courses/course-v1:DelftX+ScratchX+3T2018/about,node/68746
courses/course-v1:VictoriaX+ICE101x+3T2018/about,node/68751
courses/course-v1:IsraelX+ISLAM101x+2T2018/about,node/68756
courses/course-v1:IMFx+Sp_FPP.1x+3T2018/about,node/68761
courses/course-v1:IsraelX+Virus101x+2T2018/about,node/68766
courses/course-v1:EPFLx+optimizationX+3T2018/about,node/
courses/course-v1:UPValenciaX+PPT101x+3T2018/about,node/68776
courses/course-v1:USMx+CC605x+2T2019/about,node/68781
courses/course-v1:USMx+CC605x+3T2019/about,node/68786
courses/course-v1:ColumbiaX+BAMM.101x+3T2018/about,node/68791
courses/course-v1:USMx+CC607x+1T2019/about,node/68796
courses/course-v1:USMx+CC607x+2T2019/about,node/68801
courses/course-v1:USMx+CC607x+3T2019/about,node/68806
courses/course-v1:USMx+CC615x+1T2019/about,node/68811
courses/course-v1:USMx+CC615x+1T2020/about,node/68816
courses/course-v1:USMx+CC615x+3T2019/about,node/68821
courses/course-v1:USMx+CC617x+1T2019/about,node/68826
courses/course-v1:USMx+CC617x+2T2019/about,node/68831
courses/course-v1:USMx+CC617x+2T2020/about,node/68836
courses/course-v1:USMx+CC617x+3T2019/about,node/68841
courses/course-v1:UPValenciaX+FDIET101x+3T2018/about,node/68846
courses/course-v1:IITBombayX+SKARC101Ax+2T2018a/about,node/68851
courses/course-v1:USMx+LDT100x+2T2019/about,node/68856
courses/course-v1:USMx+LDT100x+3T2019/about,node/68861
courses/course-v1:DelftX+ScratchENGX+3T2018/about,node/68866
courses/course-v1:BUx+PY1x+3T2018/about,node/68886
courses/course-v1:UBCx+CW1.3x+1T2019/about,node/68891
courses/course-v1:USMx+LDT200x+1T2019/about,node/68896
courses/course-v1:USMx+LDT200x+2T2019/about,node/68901
courses/course-v1:USMx+LDT200x+3T2019/about,node/68906
courses/course-v1:USMx+LDT300x+1T2019/about,node/68911
courses/course-v1:USMx+LDT300x+1T2020/about,node/68916
courses/course-v1:USMx+LDT300x+3T2019/about,node/68921
courses/course-v1:USMx+LDT400x+1T2019/about,node/68926
courses/course-v1:USMx+LDT400x+2T2019/about,node/68931
courses/course-v1:USMx+LDT400x+2T2020/about,node/68936
courses/course-v1:USMx+LDT400x+3T2019/about,node/68941
courses/course-v1:Microsoft+CLD277x+3T2018/about,node/68966
courses/course-v1:TUMx+LOOPx+3T2018/about,node/68971
courses/course-v1:MITx+CTL.SC1x_3+3T2016/about,node/
courses/course-v1:HarvardX+HHP100+3T2018/about,node/69021
courses/course-v1:EdinburghX+SOCRMx+3T2018/about,node/69031
courses/course-v1:Microsoft+AZURE216x+3T2018/about,node/69096
courses/course-v1:Microsoft+CLD264x+3T2018/about,node/69101
courses/course-v1:Microsoft+DAT102x+3T2018/about,node/69106
courses/course-v1:Microsoft+DAT230x+3T2018/about,node/69111
courses/course-v1:Microsoft+DAT264x+3T2018/about,node/69116
courses/course-v1:Microsoft+DEV238x+3T2018/about,node/69121
courses/course-v1:Microsoft+DEV335x+3T2018/about,node/69126
courses/course-v1:Microsoft+DEVOPS200.10x+3T2018/about,node/69131
courses/course-v1:Microsoft+INF261x+3T2018/about,node/69136
courses/course-v1:CurtinX+IOT3x+3T2018/about,node/69141
courses/course-v1:HarvardX+USW1920+3T2018/about,node/69146
courses/course-v1:BUx+CIRTL.1x+3T2018/about,node/69151
courses/course-v1:ColumbiaX+CORPFIN1x+3T2018/about,node/69156
courses/course-v1:ColumbiaX+CORPFIN2x+3T2018/about,node/69161
courses/course-v1:ColumbiaX+CORPFIN3x+3T2018/about,node/69166
courses/course-v1:edX+StudioX+3T2018/about,node/69171
courses/course-v1:MongoDBx+001x+2T2018a/about,node/69196
courses/course-v1:Microsoft+AZURE202x+3T2018/about,node/69201
courses/course-v1:Microsoft+AZURE203x+3T2018/about,node/69206
courses/course-v1:Microsoft+AZURE204x+3T2018/about,node/69211
courses/course-v1:Microsoft+AZURE205x+3T2018/about,node/69216
courses/course-v1:Microsoft+AZURE206x+3T2018/about,node/69221
courses/course-v1:Microsoft+AZURE207x+3T2018/about,node/69226
courses/course-v1:Microsoft+AZURE212x+3T2018/about,node/69231
courses/course-v1:Microsoft+AZURE208x+3T2018/about,node/69236
courses/course-v1:Microsoft+AZURE215x+3T2018/about,node/69241
courses/course-v1:Microsoft+AZURE210x+3T2018/about,node/69246
courses/course-v1:Microsoft+DAT101x+3T2018/about,node/69251
courses/course-v1:Microsoft+DEVOPS200.1x+3T2018/about,node/69256
courses/course-v1:Microsoft+DEV203x+3T2018/about,node/69261
courses/course-v1:Microsoft+DEV208x+3T2018/about,node/69266
courses/course-v1:Microsoft+DEV212x+3T2018/about,node/69271
courses/course-v1:Microsoft+DEV218x+3T2018/about,node/69276
courses/course-v1:Microsoft+DEV224x+3T2018/about,node/69281
courses/course-v1:Microsoft+DEV236x+3T2018/about,node/69286
courses/course-v1:Microsoft+DEV237x+3T2018/about,node/69291
courses/course-v1:Microsoft+DEV273x+3T2018/about,node/69296
courses/course-v1:Microsoft+DEV281x+3T2018/about,node/69301
courses/course-v1:Microsoft+DEV282x+3T2018/about,node/69306
courses/course-v1:Microsoft+DEV314x+3T2018/about,node/69311
courses/course-v1:Microsoft+DEV315x+3T2018/about,node/69316
courses/course-v1:WitsX+DTx+3T2018/about,node/69321
courses/course-v1:JaverianaX+ESC1.0x+3T2018/about,node/69326
courses/course-v1:JaverianaX+GESR1.0x+3T2018/about,node/69331
courses/course-v1:EdinburghX+MKTG101x+1T2019/about,node/69336
courses/course-v1:JaverianaX+SEGST1.0x+3T2018/about,node/69341
courses/course-v1:USMx+BIF002x+1T2019/about,node/69346
courses/course-v1:USMx+BIF003x+3T2019/about,node/69351
courses/course-v1:USMx+BIF003x+2T2020/about,node/69356
courses/course-v1:USMx+BIF003x+1T2019/about,node/69361
courses/course-v1:USMx+BIF001x+2T2019/about,node/69366
courses/course-v1:USMx+BIF001x+3T2019/about,node/69371
courses/course-v1:USMx+BIF002x+2T2019/about,node/69376
courses/course-v1:USMx+BIF002x+1T2020/about,node/69381
courses/course-v1:Microsoft+CLD211.2x+3T2018/about,node/69401
courses/course-v1:Microsoft+CLD245x+3T2018/about,node/69406
courses/course-v1:Microsoft+CLD251x+3T2018/about,node/69411
courses/course-v1:Microsoft+CLD252x+3T2018/about,node/69416
courses/course-v1:Microsoft+CLD253x+3T2018/about,node/69421
courses/course-v1:Microsoft+CLD254x+3T2018/about,node/69426
courses/course-v1:Microsoft+CLD255x+3T2018/about,node/69431
courses/course-v1:Microsoft+CLD256x+3T2018/about,node/69436
courses/course-v1:Microsoft+CLD257x+3T2018/about,node/69441
courses/course-v1:Microsoft+CLD258x+3T2018/about,node/69446
courses/course-v1:Microsoft+CLD259x+3T2018/about,node/69451
courses/course-v1:Microsoft+CLD260x+3T2018/about,node/69456
courses/course-v1:Microsoft+CLD261x+3T2018/about,node/69461
courses/course-v1:Microsoft+CLD262x+3T2018/about,node/69466
courses/course-v1:Microsoft+CLD263x+3T2018/about,node/69471
courses/course-v1:Microsoft+DAT201x+3T2018/about,node/69476
courses/course-v1:Microsoft+DAT202.1x+3T2018/about,node/69481
courses/course-v1:Microsoft+DAT202.2x+3T2018/about,node/69486
courses/course-v1:Microsoft+DAT202.3x+3T2018/about,node/69491
courses/course-v1:Microsoft+DAT204x+3T2018/about,node/69496
courses/course-v1:Microsoft+DAT206x+3T2018/about,node/69501
courses/course-v1:Microsoft+DAT207x+3T2018/about,node/69506
courses/course-v1:Microsoft+DAT208x+3T2018/about,node/69511
courses/course-v1:Microsoft+DAT213x+3T2018/about,node/69516
courses/course-v1:Microsoft+DAT220x+3T2018/about,node/69521
courses/course-v1:Microsoft+DAT221x+3T2018/about,node/69526
courses/course-v1:Microsoft+DAT222x+3T2018/about,node/69531
courses/course-v1:Microsoft+DAT223.1x+3T2018/about,node/69536
courses/course-v1:Microsoft+DAT223.2x+3T2018/about,node/69541
courses/course-v1:Microsoft+DAT223.3x+3T2018/about,node/69546
courses/course-v1:Microsoft+DAT228x+3T2018/about,node/69551
courses/course-v1:Microsoft+DAT229x+3T2018/about,node/69556
courses/course-v1:Microsoft+DAT243x+3T2018/about,node/69566
courses/course-v1:Microsoft+DAT248x+3T2018/about,node/69571
courses/course-v1:Microsoft+DAT249x+3T2018/about,node/69576
courses/course-v1:Microsoft+DAT256x+3T2018/about,node/69581
courses/course-v1:Microsoft+DAT257x+3T2018/about,node/69586
courses/course-v1:Microsoft+DAT263x+3T2018/about,node/69591
courses/course-v1:Microsoft+DAT273x+3T2018/about,node/69596
courses/course-v1:Microsoft+DAT274x+3T2018/about,node/69601
courses/course-v1:Microsoft+DAT275x+3T2018/about,node/69606
courses/course-v1:Microsoft+DAT276x+3T2018/about,node/69611
courses/course-v1:Microsoft+DAT280x+3T2018/about,node/69616
courses/course-v1:Microsoft+INF260x+3T2018/about,node/69621
courses/course-v1:Microsoft+DEV241x+3T2018/about,node/69626
courses/course-v1:Microsoft+DEV262x+3T2018/about,node/69631
courses/course-v1:Microsoft+DEV274x+3T2018/about,node/69636
courses/course-v1:Microsoft+DEV275x+3T2018/about,node/69641
courses/course-v1:Microsoft+INF259x+3T2018/about,node/69646
courses/course-v1:Microsoft+DEV276x+3T2018/about,node/69651
courses/course-v1:Microsoft+DEV277x+3T2018/about,node/69656
courses/course-v1:Microsoft+DEV279x+3T2018/about,node/69661
courses/course-v1:Microsoft+DEV280x+3T2018/about,node/69666
courses/course-v1:Microsoft+DEV284x+3T2018/about,node/69671
courses/course-v1:Microsoft+DEV288x+3T2018/about,node/69676
courses/course-v1:Microsoft+DEV285x+3T2018/about,node/69681
courses/course-v1:Microsoft+DEV290x+3T2018/about,node/69686
courses/course-v1:Microsoft+DEV287x+3T2018/about,node/69691
courses/course-v1:Microsoft+DEVOPS200.2x+3T2018/about,node/69696
courses/course-v1:Microsoft+INF258x+3T2018/about,node/69701
courses/course-v1:Microsoft+DEVOPS200.3x+3T2018/about,node/69706
courses/course-v1:Microsoft+DEVOPS200.4x+3T2018/about,node/69711
courses/course-v1:Microsoft+DEVOPS200.5x+3T2018/about,node/69716
courses/course-v1:Microsoft+DEVOPS200.6x+3T2018/about,node/69721
courses/course-v1:Microsoft+DEVOPS200.7x+3T2018/about,node/69726
courses/course-v1:Microsoft+DEVOPS200.8x+3T2018/about,node/69731
courses/course-v1:Microsoft+DIS50x+3T2018/about,node/69736
courses/course-v1:Microsoft+DEVOPS200.9x+3T2018/about,node/69741
courses/course-v1:Microsoft+INF253x+3T2018/about,node/69746
courses/course-v1:Microsoft+INF251x+3T2018/about,node/69751
courses/course-v1:Microsoft+INF246x+3T2018/about,node/69756
courses/course-v1:Microsoft+INF249x+3T2018/about,node/69761
courses/course-v1:Microsoft+INF250x+3T2018/about,node/69766
courses/course-v1:SDGAcademyX+ICT001+3T2018/about,node/69781
courses/course-v1:URosarioX+URX03+3T2018/about,node/69791
courses/course-v1:HarvardX+HX102+3T2018/about,node/
courses/course-v1:edX+Julia1234x+2T2018/about,node/
